2.431367979321922057e+00 1.919487501369960825e+00 1.386071568453235425e+00 2.014019529249559515e+00 2.671421915523431778e+00 1.314551186097790314e+00 1.885662941810877458e+00 3.121582695622449943e+00 1.342670223666771800e+00 1.832521561663090992e+00 1.426094345073588343e+00 2.742540486919966103e+00 2.239094312243398832e+00 3.076767935830134526e+00 2.536861968039639592e+00 2.972635620961770364e+00 2.752163606035529675e+00 2.437323828096663814e+00 2.310212586831327464e+00 2.052317108987683714e+00
2.598742846032968679e+00 2.201647270547216984e+00 2.612031553005885964e+00 2.238366251634900106e+00 2.387430667874018919e+00 2.554387763822021817e+00 3.515234406424952773e+00 2.347103254944596262e+00 3.478807972664940351e+00 2.194058058611663586e+00 3.731742530340472541e+00 2.962994783038372937e+00 2.664350755577415519e+00 3.004149515907226675e+00 2.727581326485732038e+00 2.534192422389951016e+00 3.048647983137425577e+00 2.316813114300262821e+00 3.408461042184430134e+00 3.637532939732174064e+00
1.312073682056522639e+00 9.663351703970989304e-01 1.582985569958143657e+00 9.829668179485542279e-01 1.126273400011325920e+00 1.550951604791727556e+00 3.021861975971899650e+00 1.250057100562370849e+00 2.657120404782267631e+00 9.829595119826779470e-01 2.994782396622872156e+00 2.201222155182163132e+00 1.396662594173797345e+00 2.112104286190615188e+00 1.440139112731597892e+00 1.323172295655510089e+00 2.275286731908894300e+00 1.031645035922924558e+00 2.771449999356887961e+00 3.076708335520104143e+00
2.589287998097862697e+00 2.090003306612864264e+00 1.505630030183266799e+00 2.183913692215253999e+00 2.847922615405161562e+00 1.438850968566308453e+00 1.737294367908103210e+00 3.310393131281468282e+00 1.292466577589421295e+00 2.002140595285998081e+00 1.318953003571660565e+00 2.564139451197937625e+00 2.385952197713971046e+00 2.899539020164052960e+00 2.689956606041797205e+00 3.150101118853169346e+00 2.577396801708063734e+00 2.611753975298498620e+00 2.154613368495478465e+00 1.913673988621715782e+00
1.131358287508333227e+00 1.026596481623197388e+00 1.797903688396426558e+00 9.923535369212693746e-01 7.836105545158075225e-01 1.788111459243588053e+00 2.535848307428068882e+00 7.314946219845083197e-01 2.932507098740215312e+00 1.084832733788522408e+00 3.075093261242378251e+00 1.677526598762025811e+00 1.311010053609794834e+00 1.576815989723537648e+00 1.232460342688082688e+00 8.860145925836858671e-01 1.749047650378581453e+00 8.048145186927097017e-01 2.260203081740253861e+00 2.575502270243998915e+00
2.398764739114606304e+00 2.119416673598990553e+00 2.701183573413809658e+00 2.128983464220073341e+00 2.090796392603097242e+00 2.658542547423858426e+00 2.871214968625221520e+00 1.910729346951671737e+00 3.631691856934678775e+00 2.138200627505508766e+00 3.256429254631066250e+00 2.367214987192016284e+00 2.526657137122173324e+00 2.444542289006619296e+00 2.513784859329052157e+00 2.169161660307486361e+00 2.453646466575225560e+00 2.083423810108146590e+00 2.780716564592622397e+00 2.998421621989349362e+00
2.997224179277770961e+00 3.128325340071579586e+00 2.626074275903545363e+00 3.131439982628386076e+00 3.443403591882788106e+00 2.690610923571092883e+00 2.309431654431078229e+00 3.652207493501196112e+00 2.182747786251513222e+00 3.104171224702408249e+00 2.282725995119766260e+00 2.708523578597993087e+00 2.785563019537978580e+00 2.749307981199726747e+00 2.932736416129054113e+00 3.593725721559348774e+00 2.625255571193485071e+00 3.316711259451370353e+00 2.273097127561691799e+00 2.126063937253308112e+00
3.132564603607679743e+00 3.273940643547110341e+00 2.534908455249542669e+00 3.316329728110944508e+00 2.783212267063333023e+00 2.566621799475539589e+00 1.128509703079811022e+00 2.314859928431029612e+00 1.561249819443120801e+00 3.216026033079135704e+00 1.407941575081559149e+00 1.326691778254443843e+00 3.113026068255169143e+00 1.387930361046779026e+00 3.077970001893415741e+00 2.481362079898646211e+00 1.243524499644688142e+00 3.023101640949612978e+00 9.424677423286856870e-01 9.187999810694512659e-01
9.457691213796056706e-01 6.661972531978332945e-01 2.390139921272390056e-01 7.200976309724042013e-01 1.338137886896639817e+00 3.051458155791019755e-01 2.278252005926336476e+00 1.905583200803196542e+00 1.311936272403375403e+00 6.044950254260702538e-01 1.705139719471050030e+00 3.034925629597330143e+00 6.928997791602996559e-01 2.790984456117812318e+00 1.011652316928579820e+00 1.622894134133236355e+00 3.078042425448789476e+00 1.109415702688027139e+00 2.655834614393680848e+00 2.310071569165025540e+00
3.090224712426719034e-01 2.419141217826191737e-01 9.337005208229961495e-01 1.579944262537369137e-01 5.965527766170761748e-01 9.614261191431588971e-01 3.023133973127242413e+00 1.160849128822230680e+00 2.056678467700094437e+00 3.168200034508461549e-01 2.448793744054642563e+00 2.290772336361368122e+00 2.915846323461228629e-01 2.053150555512085695e+00 4.373455873967229679e-01 8.900177086369768231e-01 2.335107948759039154e+00 3.645438376284969584e-01 2.899468126807132062e+00 3.052563680385277589e+00
