0.000000000000000000e+00 5.506123698855268644e-01 1.163711296634761583e+00 4.624602682545485011e-01 4.624125296083015924e-01 1.204873770985943615e+00 3.109883688472925733e+00 1.038409693574215975e+00 2.239672580963155468e+00 6.250257629707914875e-01 2.637275748544257947e+00 2.128892170236533321e+00 2.712682379401388233e-01 1.864017509872582856e+00 1.356013281999327580e-01 7.014922171386903660e-01 2.164256075529300993e+00 3.272785864575415427e-01 2.729498415850805326e+00 3.075207862654795399e+00
5.506123698855268644e-01 0.000000000000000000e+00 8.070250235102781611e-01 9.483905973589429328e-02 7.646332217535105613e-01 8.170945373811151491e-01 2.917423353066621150e+00 1.287461869539070491e+00 1.951084274104094574e+00 8.862905962271956650e-02 2.334150822253648005e+00 2.424196350420952495e+00 4.846619500745473763e-01 2.208056537811220910e+00 6.790638029430573486e-01 1.067184059804616059e+00 2.474605950999589687e+00 5.252227828743090132e-01 3.034595379723364239e+00 2.962139046996459246e+00
1.163711296634761583e+00 8.070250235102781611e-01 0.000000000000000000e+00 8.782240468596129723e-01 1.530032702213034890e+00 7.961895557481291075e-02 2.110485741518799863e+00 2.084048307321349824e+00 1.144726902300535754e+00 7.299091088431580721e-01 1.527393372348877287e+00 3.092049179504898770e+00 9.210221282704278423e-01 2.986776188814254329e+00 1.238820877827653488e+00 1.822678692703436187e+00 3.061906411512030246e+00 1.294613052944840970e+00 2.502811399834881989e+00 2.158864469418384058e+00
4.624602682545485011e-01 9.483905973589429328e-02 8.782240468596129723e-01 0.000000000000000000e+00 6.745531691055192125e-01 8.937859387117689236e-01 2.986100721207938680e+00 1.207859137449933451e+00 2.018909776962684699e+00 1.817762462645559629e-01 2.405111473749983464e+00 2.344436120968403259e+00 4.288221251506612042e-01 2.123043541829321423e+00 5.935379464744438005e-01 9.765309105354209596e-01 2.393371252839449514e+00 4.346136381696872331e-01 2.954739240067829176e+00 3.026131994517845758e+00
4.624125296083015924e-01 7.646332217535105613e-01 1.530032702213034890e+00 6.745531691055192125e-01 0.000000000000000000e+00 1.555603854269019370e+00 2.671794629481085703e+00 5.810659547846696027e-01 2.649585118460422883e+00 8.532351255980686888e-01 3.043263635742849971e+00 1.697494308223050030e+00 7.225417992624265651e-01 1.456758281880921269e+00 5.107255987443156675e-01 3.027878749382918455e-01 1.739904608322349056e+00 2.399884345928240126e-01 2.304887580790419221e+00 2.648990423456647925e+00
1.204873770985943615e+00 8.170945373811151491e-01 7.961895557481291075e-02 8.937859387117689236e-01 1.555603854269019370e+00 0.000000000000000000e+00 2.107154589610074513e+00 2.101644636406851063e+00 1.145513568245377201e+00 7.359056741687225456e-01 1.520725707940637106e+00 3.090038123748337640e+00 9.701525055839869127e-01 3.011680144729011577e+00 1.285986053547559571e+00 1.851414613893689110e+00 3.062004097129705116e+00 1.318033237490483067e+00 2.505600741791900177e+00 2.163115626087034116e+00
3.109883688472925733e+00 2.917423353066621150e+00 2.110485741518799863e+00 2.986100721207938680e+00 2.671794629481085703e+00 2.107154589610074513e+00 0.000000000000000000e+00 2.099490654626854358e+00 9.673613420336286683e-01 2.839969222306125030e+00 5.897282240417913712e-01 9.832554444554875150e-01 2.928119058176561484e+00 1.284472936317699432e+00 3.103242941395589760e+00 2.408711932738030193e+00 9.595154622684276546e-01 2.895632131103620832e+00 4.331097549870363550e-01 2.098897929152112318e-01
1.038409693574215975e+00 1.287461869539070491e+00 2.084048307321349824e+00 1.207859137449933451e+00 5.810659547846696027e-01 2.101644636406851063e+00 2.099490654626854358e+00 0.000000000000000000e+00 3.066410368102738815e+00 1.372802504849102601e+00 2.679422356737095168e+00 1.136794436398167019e+00 1.302921122845766444e+00 9.373694110093505616e-01 1.063165576416116975e+00 3.843392521232717463e-01 1.187799497424409934e+00 7.966313983291581913e-01 1.747187089346277311e+00 2.087836006652395771e+00
2.239672580963155468e+00 1.951084274104094574e+00 1.144726902300535754e+00 2.018909776962684699e+00 2.649585118460422883e+00 1.145513568245377201e+00 9.673613420336286683e-01 3.066410368102738815e+00 0.000000000000000000e+00 1.874632778237717678e+00 3.988032896397892269e-01 1.947481562378799991e+00 1.972610229365559409e+00 2.235107589637228109e+00 2.282993898889327689e+00 2.930578133357169879e+00 1.917336858814239653e+00 2.421216583308716697e+00 1.360128786429604331e+00 1.018499881558121656e+00
6.250257629707914875e-01 8.862905962271956650e-02 7.299091088431580721e-01 1.817762462645559629e-01 8.532351255980686888e-01 7.359056741687225456e-01 2.839969222306125030e+00 1.372802504849102601e+00 1.874632778237717678e+00 0.000000000000000000e+00 2.255357408916844442e+00 2.509276873497315208e+00 5.284701849167268151e-01 2.295344260676809078e+00 7.496641902832020810e-01 1.155806321179028817e+00 2.560351094231684499e+00 6.138518419755539801e-01 3.119643311982112532e+00 2.887915304915514181e+00
